"ID";"Futuro";"Faltas";"Dever";"Gosta_escola";"Notas";"Alcool_vida";"Inalante_vida";"Sexo";"Idade";"Ano_escolar";"Autoeficacia";"Intromissao";"Antisocial";"Num_char_futuro";"Futuro2"
1;"Eu vou ser um grande piloto de dinossauro vivido no Acre,                                                                                                                                                       ";.;1;1;1;"Não2";"Não1";2;14;7;"1,06";"1,73";"1,91";208;"EU VOU SER UM G"
2;"Calma, tranquila e muito trabalho pra mim trabalhar                                                                                                                                                             ";.;5;4;3;"Não1";"Não1";2;11;6;"1,2";"2,44";"1,07";208;"CALMA, TRANQUIL"
3;"Ter filhos se casa ter um emprego bom termi os estudos e etc,                                                                                                                                                 ";.;4;3;2;"Não1";"Não1";1;11;6;"1,46";"0,95";"1,06";206;"TER FILHOS SE C"
6;"vou ter dois filhos um Meninos e uma Meninas vou ter uma boa mulher e um bom trabalho                                                                                                                             ";.;4;4;2;"Não1";"Não1";2;13;6;"1,6";"2,56";"1,18";210;"VOU TER DOIS FI"
7;"Eu trabalhando, tendo meus dois filhos e (ilegível) das coisas que faço,                                                                                                                                        ";.;1;1;1;"Não2";"Não1";2;13;6;"1,62";"4";"2,29";208;"EU TRABALHANDO,"
8;"Normal                                                                                                                                                                                                          ";.;3;3;2;"Não2";"Não1";2;13;7;"1,82";"2,45";"1,36";208;"NORMAL         "
9;"Sendo Bombeiro                                                                                                                                                                                                  ";.;5;2;2;"Não2";"Não1";2;13;6;"1,95";"5,04";"0,98";208;"SENDO BOMBEIRO "
10;"Uma pessoa com sucesso, quero se professora, mora com minha amiga                                                                                                                                               ";.;5;3;3;"Não2";"Não2";1;11;6;"1,98";"0,87";"1,34";208;"UMA PESSOA COM "
11;"Uma vida com boas condições                                                                                                                                                                                     ";.;2;1;1;"Não2";"Não2";1;14;9;"2";"1,51";"2,12";208;"UMA VIDA COM BO"
12;"um trabalhador onesto e anda de skate s horas vagas                                                                                                                                                           ";.;4;3;3;"Não2";"Não1";2;14;6;"2";"2,97";"1,75";206;"UM TRABALHADOR "
13;"eu delegada numa casa enomer                                                                                                                                                                                    ";.;3;3;2;"Não1";"Não1";1;12;6;"2,08";"1,02";"1,32";208;"EU DELEGADA NUM"
14;"Não sei direito estou tentando me esforça para isso                                                                                                                                                             ";.;2;1;1;"Não1";"Não1";1;13;8;"2,12";"4,19";"2,64";208;"NÃO SEI DIREITO"
15;"                                                                                                                                                                                                                ";.;2;3;2;"Não2";"Não1";1;13;7;"2,2";"3,19";"2,38";208;"               "
16;"bombeira                                                                                                                                                                                                        ";.;2;3;1;"Não2";"Não1";1;12;6;"2,24";"3,98";"1,37";208;"BOMBEIRA       "
17;"Peto da minha familia e trabalha para ajuda minha familia e isso que eu quero para meu futuro                                                                                                                   ";.;5;4;2;"Não1";"Não1";1;12;6;"2,25";"0,97";"1,02";208;"PETO DA MINHA F"
18;"bom me imagiria casada com dois filhos e um bom emprego                                                                                                                                                       ";.;2;3;1;"Não2";"Não1";1;14;8;"2,28";"2,06";"2,41";206;"BOM ME IMAGIRIA"
19;"Eu imagino que minha vida no futuro vai ser brilhante vou ter um trabalho minha familia e ser feliz                                                                                                             ";.;5;5;1;"Não2";"Não2";1;13;7;"2,28";"4,26";"2,75";208;"EU IMAGINO QUE "
20;"rico e solteiro                                                                                                                                                                                                 ";.;3;3;2;"Não2";"Não1";2;14;7;"2,3";"1,24";"2,7";208;"RICO E SOLTEIRO"
22;"Uma merda                                                                                                                                                                                                       ";.;3;1;2;"Não2";"Não1";2;14;9;"2,32";"2,55";"1,69";208;"UMA MERDA      "
23;"Normal, assim como a de hoje                                                                                                                                                                                    ";.;4;2;2;"Não2";"Não2";1;12;7;"2,36";"1,73";"1,26";208;"NORMAL, ASSIM C"
24;"                                                                                                                                                                                                                ";.;2;2;2;"Não2";"Não2";2;.;9;"2,38";"1,72";"1,33";208;"               "
25;"Formada em policia Civil,                                                                                                                                                                                       ";.;2;1;1;"Não2";"Não1";1;14;9;"2,41";"2,04";"2,39";208;"FORMADA EM POLI"
26;"                                                                                                                                                                                                                ";.;2;2;1;"Não1";"Não1";2;13;8;"2,43";"1,76";"2,12";208;"               "
27;"Uma vida bem sucedida                                                                                                                                                                                           ";.;2;3;1;"Não2";"Não1";1;14;9;"2,43";"3,91";"3,31";208;"UMA VIDA BEM SU"
28;"Eu quero estuda muito para ter um futuro bem                                                                                                                                                                    ";.;4;3;2;"Não2";"Não1";1;13;7;"2,45";"1,92";"2,4";208;"EU QUERO ESTUDA"
29;"                                                                                                                                                                                                                ";.;5;4;1;"Não1";"Não1";1;.;7;"2,47";"2,51";"0,94";208;"               "
30;"Uma pessoa famosa, morando com minha morada                                                                                                                                                                   ";.;2;3;2;"Não2";"Não2";1;12;6;"2,51";"0,97";"2,02";206;"UMA PESSOA FAMO"
31;"Que seja bem moderno que as coisas sejam mais faceis, E que tenha banstante mulher bonita                                                                                                                       ";.;4;2;2;"Não2";"Não1";2;14;7;"2,51";"1,28";"1,42";208;"QUE SEJA BEM MO"
32;"Eu me imagino bem de vida por que eu me esforço bastante pra poder ter uma vida boa                                                                                                                             ";.;3;3;2;"Não2";"Não2";2;14;9;"2,53";"2,17";"3,17";208;"EU ME IMAGINO B"
33;"Não sei                                                                                                                                                                                                         ";.;3;3;2;"Não1";"Não1";2;12;7;"2,58";"1,05";"0,96";208;"NÃO SEI        "
34;"Eu trabalhando de biologia casada com meu atual morado, e com 2 filhos, com a casa própria                                                                                                                    ";.;4;3;3;"Não2";"Não1";1;.;9;"2,6";"4,03";"2,28";206;"EU TRABALHANDO "
35;"Eu quero ser professor de Historia                                                                                                                                                                              ";.;2;4;2;"Não1";"Não1";2;12;6;"2,64";"1,03";"1,45";208;"EU QUERO SER PR"
36;"Eu imagino que ira ser muito legal e bastante divertido                                                                                                                                                         ";.;2;3;2;"Não1";"Não1";1;13;6;"2,65";"1,74";"1,36";208;"EU IMAGINO QUE "
37;"Um professor bem sucedido e um esposo também                                                                                                                                                                    ";.;3;5;2;"Não2";"Não1";2;12;7;"2,65";"4,93";"4,35";208;"UM PROFESSOR BE"
39;"Eu você dois filhos e um cachorro                                                                                                                                                                               ";.;2;3;2;"Não2";"Não1";2;14;8;"2,68";"2,54";"1,21";208;"EU VOCÊ DOIS FI"
40;"com uma família maravilhosa um trabalho que eu goste (pediatra) e com meus pais ainda perto de mim                                                                                                              ";.;2;3;2;"Não2";"Não1";1;13;8;"2,69";"2,06";"2,11";208;"COM UMA FAMÍLIA"
42;"ter uma vida boa trabalhar ter uma familia quando creser                                                                                                                                                        ";.;3;5;2;"Não2";"Não1";2;14;6;"2,69";"3,02";"1,7";208;"TER UMA VIDA BO"
43;"Que eu tenha um bom emprego, e que eu possa ajuda minha mãe e familia                                                                                                                                           ";.;4;3;2;"Não2";"Não2";2;13;8;"2,7";"2,46";"2,04";208;"QUE EU TENHA UM"
44;"eu imagino minha vida com um emprego que dê pra sustentar minha família, quero ter 1 filho, um marido trabalhador e ser feliz                                                                                   ";.;2;3;2;"Não2";"Não1";1;13;9;"2,7";"4,98";"2,15";208;"EU IMAGINO MINH"
45;"Normal, como hoje,                                                                                                                                                                                              ";.;3;1;2;"Não2";"Não2";1;13;7;"2,71";"1,74";"2,01";208;"NORMAL, COMO HO"
46;"Formada em direito, modelo e rica                                                                                                                                                                               ";.;2;3;2;"Não2";"Não1";1;12;7;"2,71";"1,83";"2,94";208;"FORMADA EM DIRE"
47;"legal                                                                                                                                                                                                           ";.;4;4;3;"Não2";"Não1";2;11;6;"2,71";"2,51";"2,6";208;"LEGAL          "
48;"Ser alguém grande respeitado por todos e respeitar a todos que nem os tio do proerd                                                                                                                             ";.;2;4;2;"Não2";"Não1";2;14;9;"2,72";"5,02";"3,88";208;"SER ALGUÉM GRAN"
49;"Não sei                                                                                                                                                                                                         ";.;3;3;1;"Não2";"Não1";1;13;8;"2,73";"1,53";"1,35";208;"NÃO SEI        "
50;"Ainda não pensei nisso                                                                                                                                                                                          ";.;2;3;1;"Não2";"Não2";1;12;6;"2,74";"2,03";"3,28";208;"AINDA NÃO PENSE"
51;"bom e bem sucedida                                                                                                                                                                                              ";.;2;5;2;"Não2";"Não1";2;14;9;"2,75";"1,31";"2,47";208;"BOM E BEM SUCED"
53;"Ter casa e uma familia                                                                                                                                                                                          ";.;2;2;2;"Não2";"Não1";2;14;7;"2,77";"2,26";"1,01";208;"TER CASA E UMA "
54;"com uma vida saudavel, dig, justa com condições de dar uma vida boa pros meus filhos e minha mulher                                                                                                           ";.;2;3;2;"Não2";"Não1";2;14;9;"2,77";"4,24";"1,61";206;"COM UMA VIDA SA"
55;"Eu imagino eu pilotando um jato da força áerea                                                                                                                                                                  ";.;2;3;2;"Não2";"Não2";2;12;7;"2,78";"3,75";"2,06";208;"EU IMAGINO EU P"
56;"imagino eu morando sozinha, estudando e trabalhando                                                                                                                                                             ";.;3;3;2;"Não2";"Não1";1;13;8;"2,78";"4,23";"1,57";208;"IMAGINO EU MORA"
57;"Eu imagino que tudo que eu passo hoje lá no futuro tudo vai melhorar,                                                                                                                                           ";.;2;4;2;"Não2";"Não2";2;13;7;"2,79";"4,69";"1,32";208;"EU IMAGINO QUE "
58;"Eu me vejo como uma advogada crimilística                                                                                                                                                                     ";.;3;1;3;"Não1";"Não1";1;12;7;"2,8";"4,24";"1,11";206;"EU ME VEJO COMO"
59;"Eu imagino seguindo os passos do meu pai, então eu me imagino tendo uma vida normal sendo bombeiro ou policial,                                                                                                 ";.;3;4;2;"Não2";"Não2";2;14;9;"2,81";"1,46";"3,21";208;"EU IMAGINO SEGU"
61;"sendo delegada, e com uma boa renda, Termindo meus estudos                                                                                                                                                    ";.;3;2;2;"Não2";"Não1";1;14;8;"2,82";"2,8";"2,54";206;"SENDO DELEGADA,"
62;"muito rica                                                                                                                                                                                                      ";.;2;2;1;"Não2";"Não1";2;14;8;"2,82";"4,96";"2,38";208;"MUITO RICA     "
63;"Fazendo stream  twitch                                                                                                                                                                                        ";.;3;3;2;"Não1";"Não1";2;13;9;"2,83";"3,22";"2,77";206;"FAZENDO STREAM "
65;"Mal sucedida porque não gosto muito de estudar                                                                                                                                                                  ";.;3;3;2;"Não2";"Não2";1;13;8;"2,84";"1,77";"1";208;"MAL SUCEDIDA PO"
66;"Trabalhador, skatista                                                                                                                                                                                           ";.;4;5;3;"Não2";"Não1";2;13;6;"2,84";"4,5";"1,43";208;"TRABALHADOR, SK"
67;"boa                                                                                                                                                                                                             ";.;3;3;2;"Não1";"Não1";2;14;9;"2,85";"1,71";"2,16";208;"BOA            "
68;"Eu imagino minha vida no futuro bem boa e que eu vou conseguir fazer o que eu quero                                                                                                                             ";.;3;1;1;"Não1";"Não1";1;12;7;"2,85";"3,05";"2,16";208;"EU IMAGINO MINH"
69;"Do jeito que é hoje                                                                                                                                                                                             ";.;3;4;3;"Não2";"Não2";2;13;8;"2,87";"1,1";"1,65";208;"DO JEITO QUE É "
70;"Me imagino feliz, fazendo o que amo e tendo uma familia formada nos Estados Unidos                                                                                                                              ";.;4;5;2;"Não1";"Não1";1;14;8;"2,88";"2,11";"1,93";208;"ME IMAGINO FELI"
71;"eu imagino minha vida no futuro sendo jogador de futebol, recebendo um bom salário e tendo uma boa qualidade de vida                                                                                            ";.;3;3;3;"Não1";"Não1";2;14;9;"2,89";"1,28";"1,73";208;"EU IMAGINO MINH"
72;"Eu termindo os estudos, trabalhando em um emprego bom, e uma família maravilhosa                                                                                                                              ";.;3;4;2;"Não2";"Não2";2;13;8;"2,89";"2,46";"2,59";206;"EU TERMINDO OS "
73;"que eu case com o Gustavo tenha uma casa linda que eu tenho 2 filhos e sejamos feliz                                                                                                                           ";.;4;4;2;"Não1";"Não1";1;11;6;"2,89";"3,69";"1,47";207;"QUE EU CASE COM"
74;"ter minha casa não depender do marido e ter um trabalho diguino                                                                                                                                                 ";.;4;3;2;"Não1";"Não1";2;13;6;"2,9";"2,5";"1,66";208;"TER MINHA CASA "
75;"eu quero ser veteririo ou arquiologo                                                                                                                                                                          ";.;4;4;2;"Não1";"Não2";2;12;7;"2,9";"2,51";"1,48";206;"EU QUERO SER VE"
76;"O maior mestre pokémon                                                                                                                                                                                          ";.;3;2;1;"Não2";"Não2";2;14;7;"2,9";"3,01";"3,62";208;"O MAIOR MESTRE "
77;"Vários aparelhos melhores que hoje e que seja tudo automático                                                                                                                                                   ";.;3;1;2;"Não1";"Não1";.;14;7;"2,9";"3,25";"1,36";208;"VÁRIOS APARELHO"
79;"No meu futuro eu imagino estar com casa nova, carro novo, bom trabalho, estar formado e ter muita saúde                                                                                                         ";.;5;3;3;"Não1";"Não1";2;13;7;"2,9";"";"1,21";208;"NO MEU FUTURO E"
80;"com diversão e clara riquezas                                                                                                                                                                                   ";.;3;3;3;"Não1";"Não1";1;11;6;"2,9";"";"1,42";208;"COM DIVERSÃO E "
81;"Bem sucesidido (sic)  vida                                                                                                                                                                                    ";.;2;2;2;"Não2";"Não1";2;14;9;"2,92";"4,3";"2,29";206;"BEM SUCESIDIDO "
83;"Eu me imagino cantando em shows lotados com dois filhos e uma mulher gente boa, da \zoeira\""";.;4;5;1;"Não2";"Não2";2;14;9;"2,95";"2,24";"3,42";92;"EU ME IMAGINO C"
84;"Ser um pesquisador, cientista, com minha própria empresa para a contribuição das novas descobertas científicas,                                                                                                 ";.;3;3;2;"Não1";"Não1";2;14;9;"2,95";"2,42";"3,05";208;"SER UM PESQUISA"
85;"Formado e aproveitando a vida                                                                                                                                                                                   ";.;3;4;3;"Não2";"Não1";2;14;8;"2,95";"2,97";"1,98";208;"FORMADO E APROV"
86;"Eu imagino ser jogador ter saúde pra brincar com meus filhos                                                                                                                                                    ";.;4;3;2;"Não2";"Não1";2;.;9;"2,96";"2,52";"1,01";208;"EU IMAGINO SER "
87;"Eu imagiva trabalhando de veterinária ou arquiteta, ter uma casa grande e meus filhos e meu marido                                                                                                            ";.;3;3;3;"Não2";"Não2";1;13;7;"2,96";"4,01";"1,32";206;"EU IMAGIVA TRAB"
88;"Eu me imagino feliz, Com meus estudos termindo e minha familia formada,                                                                                                                                       ";.;4;3;2;"Não2";"Não1";1;13;8;"2,97";"1,55";"3,02";206;"EU ME IMAGINO F"
89;"uma pessoa de sucesso                                                                                                                                                                                           ";.;3;3;2;"Não2";"Não1";2;13;7;"2,97";"3,56";"1,72";208;"UMA PESSOA DE S"
91;"Com uma familia unida, formada em medici e casar com a pessoa certa para mim,                                                                                                                                 ";.;5;4;1;"Não1";"Não1";1;12;7;"2,98";"1,73";"2,05";206;"COM UMA FAMILIA"
92;"                                                                                                                                                                                                                ";.;3;4;2;"Não1";"Não2";1;14;9;"2,98";"1,98";"1,82";208;"               "
93;"Eu acho que eu você um policial                                                                                                                                                                                 ";.;5;3;2;"Não1";"Não1";2;13;7;"3";"1,01";"1,06";208;"EU ACHO QUE EU "
94;"eu muito velho com uma irmã jovem junto com os meus pais,                                                                                                                                                       ";.;4;5;2;"Não1";"Não1";2;11;6;"3";"1,24";"1,02";208;"EU MUITO VELHO "
96;"                                                                                                                                                                                                                ";.;4;4;2;"Não2";"Não1";2;14;7;"3";"1,74";"1,84";208;"               "
97;"não penso no futuro, penso só no presente                                                                                                                                                                       ";.;3;3;2;"Não1";"Não1";2;13;8;"3";"2,24";"2,12";208;"NÃO PENSO NO FU"
98;"Eu me imagino bem de vida                                                                                                                                                                                       ";.;3;3;2;"Não2";"Não1";2;.;9;"3";"2,28";"2,72";208;"EU ME IMAGINO B"
99;"Uma vida com os sonhos realizados, uma vida com um histórico de Batalha, uma vida boa com muitas conquistas e dificuldades Também, porque só conquistamos algo com esforço e dedicação,                         ";.;5;4;2;"Não1";"Não1";1;.;9;"3";"2,66";"2,59";208;"UMA VIDA COM OS"
100;"Eu quero ser rico, e ajudar minha família, e comprar uma ferrari,                                                                                                                                               ";.;3;3;2;"Não2";"Não1";2;14;9;"3";"3,29";"2,62";208;"EU QUERO SER RI"
102;"Eu imagino eu sendo um jogador de futebol, porque é meu sonho                                                                                                                                                   ";.;5;3;2;"Não2";"Não1";2;14;7;"3,02";"1,75";"2,1";208;"EU IMAGINO EU S"
103;"Me formando em juizado, e formando uma família,                                                                                                                                                                 ";.;4;3;2;"Não2";"Não2";1;14;8;"3,02";"1,96";"2,21";208;"ME FORMANDO EM "
104;"Eu imagino que a minha vida vai ser muito feliz se depender de mim,                                                                                                                                             ";.;5;1;3;"Não1";"Não2";1;12;7;"3,03";"2,24";"3,26";208;"EU IMAGINO QUE "
105;"dando em dinheiro                                                                                                                                                                                             ";.;2;3;2;"Não2";"Não2";2;12;6;"3,04";"1,96";"3,9";206;"DANDO EM DINHEI"
106;"Um rapaz formado e trabalhando                                                                                                                                                                                  ";.;4;3;1;"Não2";"Não1";2;14;7;"3,04";"2,74";"1,15";208;"UM RAPAZ FORMAD"
107;"Uma vida normal Com uma vida finceira boa o suficiente para me sustentar                                                                                                                                     ";.;3;3;2;"Não2";"Não1";2;13;7;"3,05";"1,03";"1,49";205;"UMA VIDA NORMAL"
108;"Me imagino médica pediatra com uma família formada                                                                                                                                                              ";.;4;4;.;"Não2";"Não1";1;14;9;"3,05";"2,46";"1,36";208;"ME IMAGINO MÉDI"
109;"Eu imagino Eu sendo Policial                                                                                                                                                                                    ";.;2;4;2;"Não1";"Não2";1;12;6;"3,05";"2,7";"1,03";208;"EU IMAGINO EU S"
111;"Uma vida boa um engenheiro de sucesso                                                                                                                                                                           ";.;4;2;1;"Não2";"Não1";2;13;8;"3,06";"1,97";"3,94";208;"UMA VIDA BOA UM"
112;"                                                                                                                                                                                                                ";.;5;4;3;"Não1";"Não1";1;12;7;"3,06";"2,04";"0,92";208;"               "
113;"Eu imagino a minha vida no futuro, boa, Imagino que eu possa ser um produtor musical de sucesso e tenha uma família linda,                                                                                      ";.;4;4;2;"Não2";"Não1";2;14;9;"3,06";"2,72";"1,53";208;"EU IMAGINO A MI"
114;"Eu me imagino sentado no sofá da sala da minha casa assistindo televisão                                                                                                                                        ";.;3;3;2;"Não2";.;2;13;8;"3,07";"1,76";"1,2";208;"EU ME IMAGINO S"
115;"Não faço ideia como vai ser meu futuro                                                                                                                                                                          ";.;2;5;1;"Não1";"Não1";1;13;6;"3,07";"2,46";"2,19";208;"NÃO FAÇO IDEIA "
116;"Tendo minha casa, formada em medici, trabalhando nesta profissão, casada e com 2 filhos,                                                                                                                      ";.;4;3;2;"Não2";"Não1";1;13;8;"3,07";"3,17";"2,69";206;"TENDO MINHA CAS"
117;"Uma vida melhor em um lar e sempre ficar perto das pessoas que eu amo                                                                                                                                           ";.;4;4;2;"Não2";"Não1";1;12;7;"3,07";"3,47";"1,74";208;"UMA VIDA MELHOR"
118;"um jogador de futebol                                                                                                                                                                                           ";.;4;4;2;"Não1";"Não1";2;13;7;"3,08";"1";"1,72";208;"UM JOGADOR DE F"
119;"Tendo uma família e sendo bombeiro                                                                                                                                                                              ";.;2;4;2;"Não1";"Não2";2;12;7;"3,08";"2,46";"2,05";208;"TENDO UMA FAMÍL"
120;"Trabalhando ou estudando mais                                                                                                                                                                                   ";.;4;3;2;"Não1";"Não1";1;13;8;"3,08";"5,02";"3,14";208;"TRABALHANDO OU "
